WKT,full_id,osm_id,osm_type,highway,lanes,maxspeed,name,oneway,old_name,surface,maxspeed_g,official_n,source_max,alt_name,nat_name
"MULTILINESTRING ((120.9698652 14.6846018,120.9698062 14.6851086,120.9697792 14.6854568,120.9697598 14.6861991,120.9697598 14.6869138,120.9697777 14.6872712,120.9698541 14.6879718,120.9699816 14.6886447,120.9700622 14.6890012,120.9701587 14.6893152,120.9702699 14.6896439,120.9704055 14.6899704,120.9706986 14.6906034,120.9710718 14.6911915,120.9715251 14.6917494,120.9717724 14.6920038,120.9720462 14.6922789,120.9723747 14.6925302,120.9726188 14.6926993,120.9729334 14.6928962,120.9732418 14.6930544))",w672849909,"672849909",way,motorway,"3","80",NLEX Harbor Link Segment 10,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9764935 14.6937518,120.976741 14.693783))",w672852148,"672852148",way,motorway,"6","60",NLEX Harbor Link Segment 9,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9768724 14.6937996,120.9776047 14.6939279))",w672852151,"672852151",way,motorway,"6","60",NLEX Harbor Link Segment 9,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9923587 14.6933473,120.9910506 14.6931426))",w675446013,"675446013",way,motorway,"2","80",NLEX Harbor Link Segment 9,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9948403 14.6935674,120.9943358 14.6935611,120.9934441 14.6934994,120.9923587 14.6933473))",w675446014,"675446014",way,motorway,"2","80",NLEX Harbor Link Segment 9,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9923655 14.6932561,120.9934469 14.6934151,120.9943509 14.6934705,120.9949261 14.69348,120.9952559 14.6934659))",w675446015,"675446015",way,motorway,"2","80",NLEX Harbor Link Segment 9,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9910722 14.6930545,120.9923655 14.6932561))",w675446016,"675446016",way,motorway,"2","80",NLEX Harbor Link Segment 9,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9952559 14.6934659,120.9959354 14.6934381))",w675446025,"675446025",way,motorway,"3","80",NLEX Harbor Link Segment 9,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9959356 14.6935722,120.995348 14.6935738,120.9948403 14.6935674))",w675446026,"675446026",way,motorway,"3","80",NLEX Harbor Link Segment 9,yes,,asphalt,,,,,
"MULTILINESTRING ((121.0272252 14.5221171,121.0279924 14.520693))",w676674456,"676674456",way,motorway,"3","40",Skyway,yes,,asphalt,,Metro Manila Skyway,,,
"MULTILINESTRING ((120.9927307 14.5143419,120.9926869 14.5139999,120.9926257 14.5134404,120.9924498 14.5123101))",w676675609,"676675609",way,motorway,"4","100",CAVITEx,yes,,asphalt,,Manila-Cavite Expressway,,Aguinaldo Boulevard,CAVITEX
"MULTILINESTRING ((120.9965898 14.5171638,120.9957226 14.5172829))",w676675610,"676675610",way,motorway,"2","60",NAIA Expressway,yes,,asphalt,,,,,
"MULTILINESTRING ((121.0391289 14.3997536,121.039218 14.400471,121.0392292 14.4005597,121.0393941 14.4014933,121.0395701 14.4023515,121.0397817 14.4031952,121.0399885 14.4039297,121.0402227 14.4046713))",w682344462,"682344462",way,motorway,"4","100",South Luzon Expressway,yes,,asphalt,,,,Alabang-Calamba-Santo Tomas Expressway,Dr. Jose P. Rizal Highway
"MULTILINESTRING ((121.0391021 14.3995003,121.0391289 14.3997536))",w682344463,"682344463",way,motorway,"4","100",South Luzon Expressway,yes,,asphalt,,,,Alabang-Calamba-Santo Tomas Expressway,Dr. Jose P. Rizal Highway
"MULTILINESTRING ((121.0389358 14.3994964,121.0388275 14.3985296,121.038742 14.3973901,121.038686 14.3962688))",w682344464,"682344464",way,motorway,"5","100",South Luzon Expressway,yes,,asphalt,,,,Alabang-Calamba-Santo Tomas Expressway,Dr. Jose P. Rizal Highway
"MULTILINESTRING ((121.0389653 14.3997419,121.0389358 14.3994964))",w682344465,"682344465",way,motorway,"5","100",South Luzon Expressway,yes,,asphalt,,,,Alabang-Calamba-Santo Tomas Expressway,Dr. Jose P. Rizal Highway
"MULTILINESTRING ((120.9756815 14.6488536,120.9761799 14.6463817))",w682706717,"682706717",way,motorway,"2","100",NLEX-SLEX Connector Road,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9762746 14.6463992,120.9757807 14.648869))",w682706718,"682706718",way,motorway,"2","100",NLEX-SLEX Connector Road,yes,,asphalt,,,,,
"MULTILINESTRING ((121.0002201 14.6591936,121.0002995 14.6618209))",w686508146,"686508146",way,motorway,"3","100",Skyway,yes,,asphalt,"60",Metro Manila Skyway System Stage 3,,,
"MULTILINESTRING ((120.998717 14.654696,120.9991298 14.6551877,120.9993994 14.655514,120.9996582 14.6558513,120.999917 14.6561867,121.0000582 14.6564596,121.0001423 14.6566902,121.0001789 14.6568218,121.0002067 14.6569425,121.0002275 14.6571975,121.0002201 14.6591936))",w686508154,"686508154",way,motorway,"3","100",Skyway,yes,,asphalt,"60",Metro Manila Skyway System Stage 3,,,
"MULTILINESTRING ((120.9901459 14.5026339,120.9903771 14.5032368,120.990527 14.5037752))",w687100199,"687100199",way,motorway,"3","60",CAVITEx,yes,,asphalt,,Manila-Cavite Expressway,,Aguinaldo Boulevard,CAVITEX
"MULTILINESTRING ((120.9752321 14.651482,120.9748836 14.6530724))",w688076470,"688076470",way,motorway,"2","100",NLEX Harbor Link Segment 10,yes,,asphalt,,,,,
"MULTILINESTRING ((120.974767 14.6530525,120.9751365 14.6514604))",w688076471,"688076471",way,motorway,"2","100",NLEX Harbor Link Segment 10,yes,,asphalt,,,,,
"MULTILINESTRING ((121.0234117 14.5213122,121.0232083 14.5210967,121.022767 14.5206427,121.0223246 14.5200902))",w691964720,"691964720",way,motorway,"2","60",NAIA Expressway,yes,,asphalt,,,,,
"MULTILINESTRING ((121.0146009 14.5212074,121.0156639 14.5201529,121.0161119 14.5197193,121.0165247 14.5192679,121.0170119 14.5187775,121.0174993 14.5182874,121.0182965 14.5174798,121.0185434 14.5172882,121.0187507 14.5172018,121.018939 14.5171641,121.019153 14.5171524,121.0192797 14.5171683,121.0194059 14.5171955,121.0195504 14.5172434,121.0197546 14.5173646,121.0199382 14.5174983))",w699155526,"699155526",way,motorway,"2","60",NAIA Expressway,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9968014 14.5170289,120.997159 14.5169926,120.9973548 14.5169874,120.9975157 14.5170069,120.9978343 14.5170962,120.9980604 14.5172085,120.9982029 14.5173018,120.9983117 14.5174111,120.9984679 14.5175937,120.99867 14.5178579,120.9988528 14.5181487,120.9990107 14.5184748,120.9993094 14.5192546,120.9993343 14.5194789,120.9993317 14.5196223,120.9993201 14.5197608,120.9992317 14.5204568))",w699155527,"699155527",way,motorway,"3","60",NAIA Expressway,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9894097 14.5001918,120.9897295 14.5012813,120.9899157 14.5018568))",w699824385,"699824385",way,motorway,"4","100",CAVITEx,yes,,asphalt,,Manila-Cavite Expressway,,Aguinaldo Boulevard,CAVITEX
"MULTILINESTRING ((121.0395205 14.3888685,121.0393214 14.3899324,121.0391859 14.390801))",w702982038,"702982038",way,motorway,"5","100",South Luzon Expressway,yes,,asphalt,,,,Alabang-Calamba-Santo Tomas Expressway,Dr. Jose P. Rizal Highway
"MULTILINESTRING ((121.0406749 14.4961539,121.0422842 14.4931972))",w702984700,"702984700",way,motorway,"3","40",Skyway,yes,,asphalt,,Metro Manila Skyway,,Metro Manila Skyway,
"MULTILINESTRING ((121.0365558 14.5038006,121.0370611 14.5028697,121.0376791 14.5016786,121.0383109 14.500509,121.039641 14.4980317,121.0406749 14.4961539))",w702984701,"702984701",way,motorway,"3","40",Skyway,yes,,asphalt,,Metro Manila Skyway,,Metro Manila Skyway,
"MULTILINESTRING ((121.0451807 14.4629226,121.0452154 14.4603906,121.0452139 14.4591398))",w702984702,"702984702",way,motorway,"3","40",Skyway,yes,,asphalt,,Metro Manila Skyway,,Metro Manila Skyway,
"MULTILINESTRING ((121.0452423 14.4576967,121.0452445 14.4559563,121.045274 14.4517935,121.0452792 14.4497669,121.0452844 14.4477358,121.0452969 14.4456145))",w702984703,"702984703",way,motorway,"2","40",Skyway,yes,,asphalt,,Metro Manila Skyway,,,
"MULTILINESTRING ((121.0453757 14.4456171,121.0453609 14.4476111,121.0453445 14.4517981,121.0453399 14.455956,121.0453448 14.4577071))",w702984704,"702984704",way,motorway,"2","40",Skyway,yes,,asphalt,,Metro Manila Skyway System,,,
"MULTILINESTRING ((121.0454748 14.4443871,121.0454621 14.4450419))",w702984705,"702984705",way,motorway,"2","40",Skyway,yes,,concrete,,Metro Manila Skyway,,,
"MULTILINESTRING ((121.0453862 14.4433192,121.0453898 14.4436355,121.0453851 14.4438124,121.0454748 14.4443871))",w702984706,"702984706",way,motorway,"2","40",Skyway,yes,,concrete,,Metro Manila Skyway,,,
"MULTILINESTRING ((121.0452986 14.4427301,121.0453037 14.4416291,121.0453107 14.4408813))",w702984707,"702984707",way,motorway,"2","40",Skyway,yes,,asphalt,,Metro Manila Skyway Stage 2,,,
"MULTILINESTRING ((121.0452014 14.4450403,121.0452014 14.4447104,121.0452081 14.4439831,121.0452081 14.4433219))",w702984708,"702984708",way,motorway,"2","40",Skyway,yes,,concrete,,Metro Manila Skyway,,,
"MULTILINESTRING ((121.0332233 14.5115132,121.0331931 14.5117241,121.032878 14.5123474))",w702988965,"702988965",way,motorway,"1","40",Skyway Bus Lane,yes,,,,Metro Manila Skyway,,,
"MULTILINESTRING ((121.04531 14.4439039,121.0453161 14.4447571,121.0453141 14.4450403))",w702988966,"702988966",way,motorway,"3","40",Skyway,yes,,concrete,,Metro Manila Skyway,,,
"MULTILINESTRING ((121.0351039 14.5152354,121.0346587 14.514956,121.034416 14.5147587))",w702995051,"702995051",way,motorway,"3","60",CAVITEx C-5 South Link Expressway,yes,,asphalt,"50",,,,
"MULTILINESTRING ((121.0323761 14.5114669,121.0331812 14.5099961,121.0335813 14.5092099,121.0340423 14.5083629,121.0343067 14.507906))",w703018003,"703018003",way,motorway,"3","80",South Luzon Expressway,yes,South Superhighway,asphalt,,,,Pres. Sergio Osmeña Sr. Highway,South Luzon Expressway
"MULTILINESTRING ((121.0032699 14.5655406,121.003426 14.565272,121.0037351 14.5647022,121.0039472 14.5643041,121.0047662 14.5626843,121.0052563 14.5617781,121.0055505 14.5612447,121.0059318 14.5605425,121.0062954 14.5598596))",w706103555,"706103555",way,motorway,"3","40",Skyway,yes,,asphalt,,Metro Manila Skyway Stage 3,,,
"MULTILINESTRING ((121.0015812 14.5825141,121.0025575 14.5835945))",w706103876,"706103876",way,motorway,"3","100",Skyway,yes,,concrete,"60",Metro Manila Skyway Stage 3,,,
"MULTILINESTRING ((121.0256535 14.5243317,121.0252084 14.5250923,121.0247772 14.5258584))",w706347942,"706347942",way,motorway,"3","80",South Luzon Expressway,yes,South Superhighway,asphalt,,President Sergio Osmeña Sr. Highway,,Pres. Sergio Osmeña Sr. Highway,South Luzon Expressway
"MULTILINESTRING ((121.0433947 14.4112327,121.0439583 14.4121462))",w708553655,"708553655",way,motorway,"5","100",South Luzon Expressway,yes,,asphalt,,,,Alabang-Calamba-Santo Tomas Expressway,Dr. Jose P. Rizal Highway
"MULTILINESTRING ((120.9873352 14.4942146,120.9876037 14.4947811,120.9878974 14.4954403,120.9881655 14.496119,120.9883612 14.4967085,120.9894097 14.5001918))",w708734828,"708734828",way,motorway,"4","100",CAVITEx,yes,,asphalt,,Manila-Cavite Expressway,,Aguinaldo Boulevard,CAVITEX
"MULTILINESTRING ((121.0352646 14.5064261,121.0346523 14.5075396,121.0344688 14.5078796,121.0338188 14.5090643,121.0325088 14.5115561))",w709075264,"709075264",way,motorway,"3","80",South Luzon Expressway,yes,South Superhighway,asphalt,,,,Pres. Sergio Osmeña Sr. Highway,South Luzon Expressway
"MULTILINESTRING ((121.0420409 14.4226156,121.0408611 14.4226179,121.0395865 14.4226037))",w709591511,"709591511",way,motorway,"2","60",Skyway,yes,,asphalt,,Metro Manila Skyway Stage 2,,,
"MULTILINESTRING ((121.0420405 14.4225271,121.042447 14.4225478,121.0428726 14.422558))",w709591512,"709591512",way,motorway,"2","40",Skyway,yes,,asphalt,,Metro Manila Skyway Stage 2,,,
"MULTILINESTRING ((121.0454 14.4261868,121.0454133 14.4250867))",w709591513,"709591513",way,motorway,"1","40",Skyway,yes,,concrete,,Metro Manila Skyway Stage 2,,,
"MULTILINESTRING ((121.045464 14.4250873,121.0454582 14.4261906))",w709591514,"709591514",way,motorway,"2","40",Skyway,yes,,concrete,,Metro Manila Skyway Stage 2,,,
"MULTILINESTRING ((121.0452081 14.4433219,121.0452986 14.4427301))",w709591516,"709591516",way,motorway,"2","40",Skyway,yes,,asphalt,,Metro Manila Skyway Stage 2,,,
"MULTILINESTRING ((121.0453182 14.443321,121.04531 14.4439039))",w709591517,"709591517",way,motorway,"2","40",Skyway,yes,,concrete,,Metro Manila Skyway,,,
"MULTILINESTRING ((121.0454117 14.4427305,121.0454388 14.4430507))",w709591518,"709591518",way,motorway,"2","40",Skyway,yes,,asphalt,,Metro Manila Skyway,,,
"MULTILINESTRING ((121.0454621 14.4450419,121.0453757 14.4456171))",w709591519,"709591519",way,motorway,"2","40",Skyway,yes,,asphalt,,Metro Manila Skyway,,,
"MULTILINESTRING ((121.0452969 14.4456145,121.0452014 14.4450403))",w709591520,"709591520",way,motorway,"2","40",Skyway,yes,,asphalt,,Metro Manila Skyway,,,
"MULTILINESTRING ((121.0453141 14.4450403,121.0453757 14.4456171))",w709591521,"709591521",way,motorway,"3","40",Skyway,yes,,concrete,,Metro Manila Skyway,,,
"MULTILINESTRING ((121.045428 14.4450379,121.0453757 14.4456171))",w709591522,"709591522",way,motorway,"1","40",Skyway Bus Lane,yes,,concrete,,Metro Manila Skyway,,,
"MULTILINESTRING ((121.04531 14.4439039,121.0454352 14.4443961,121.045428 14.4450379))",w709591523,"709591523",way,motorway,"1","40",Skyway Bus Lane,yes,,concrete,,Metro Manila Skyway,,,
"MULTILINESTRING ((121.0454782 14.441624,121.0454587 14.4422607,121.0454117 14.4427305))",w709591524,"709591524",way,motorway,"3","40",Skyway,yes,,asphalt,,Metro Manila Skyway Extension,,,
"MULTILINESTRING ((121.0435023 14.4225858,121.0448135 14.4226005))",w709591525,"709591525",way,motorway,"1","40",Skyway,yes,,asphalt,,Metro Manila Skyway Stage 2,,,
"MULTILINESTRING ((121.0448224 14.4226619,121.043504 14.4226335))",w709591526,"709591526",way,motorway,"1","40",Skyway,yes,,asphalt,,Metro Manila Skyway Stage 2,,,
"MULTILINESTRING ((121.0455097 14.4239097,121.0455076 14.424136))",w709591527,"709591527",way,motorway,"3","80",South Luzon Expressway,yes,South Superhighway,asphalt,,,sign,Pres. Sergio Osmeña Sr. Highway,South Luzon Expressway
"MULTILINESTRING ((121.0455165 14.4232482,121.0455097 14.4239097))",w709591528,"709591528",way,motorway,"3","80",South Luzon Expressway,yes,South Superhighway,asphalt,,,sign,Pres. Sergio Osmeña Sr. Highway,South Luzon Expressway
"MULTILINESTRING ((121.0452573 14.4783192,121.0452598 14.4790212,121.0452513 14.4804752,121.0452443 14.4818735,121.0452336 14.4840243,121.0452291 14.4845859,121.0452277 14.4847854))",w709591536,"709591536",way,motorway,"3","80",South Luzon Expressway,yes,South Superhighway,asphalt,,,,Pres. Sergio Osmeña Sr. Highway,South Luzon Expressway
"MULTILINESTRING ((121.0453659 14.4553699,121.0453659 14.4559589,121.0453681 14.4573152,121.0453183 14.4603915,121.0453138 14.4629208,121.0452983 14.4669801,121.0452944 14.469015,121.0452867 14.4703201,121.0452747 14.47234,121.0452898 14.4733323,121.0452696 14.475885,121.0452685 14.4775186,121.0452573 14.4783192))",w709591537,"709591537",way,motorway,"3","80",South Luzon Expressway,yes,South Superhighway,asphalt,,,,Pres. Sergio Osmeña Sr. Highway,South Luzon Expressway
"MULTILINESTRING ((121.0453388 14.4339632,121.0453504 14.4310476,121.0453585 14.4302899))",w709591541,"709591541",way,motorway,"3","80",South Luzon Expressway,yes,South Superhighway,asphalt,"60",,sign,Pres. Sergio Osmeña Sr. Highway,South Luzon Expressway
"MULTILINESTRING ((121.0453584 14.4295165,121.0453746 14.4271569,121.0454016 14.424002))",w709591542,"709591542",way,motorway,"3","80",South Luzon Expressway,yes,South Superhighway,asphalt,"60",,sign,Pres. Sergio Osmeña Sr. Highway,South Luzon Expressway
"MULTILINESTRING ((121.0454184 14.4385242,121.0454063 14.4416261))",w709591547,"709591547",way,motorway,"3","80",South Luzon Expressway,yes,South Superhighway,asphalt,"60",,sign,Pres. Sergio Osmeña Sr. Highway,South Luzon Expressway
"MULTILINESTRING ((121.045315 14.4385156,121.0453274 14.436352))",w709591548,"709591548",way,motorway,"2","80",South Luzon Expressway,yes,South Superhighway,asphalt,"60",,sign,Pres. Sergio Osmeña Sr. Highway,South Luzon Expressway
"MULTILINESTRING ((121.0343067 14.507906,121.0347736 14.5070417,121.035233 14.506189))",w709591549,"709591549",way,motorway,"3","80",South Luzon Expressway,yes,South Superhighway,asphalt,,,,Pres. Sergio Osmeña Sr. Highway,South Luzon Expressway
"MULTILINESTRING ((121.0452403 14.439837,121.0452237 14.4394989,121.0452148 14.4372753))",w709603501,"709603501",way,motorway,"2","40",Skyway,yes,,asphalt,,Metro Manila Skyway Extension,,,
"MULTILINESTRING ((121.0279924 14.520693,121.0285107 14.5197095))",w709608347,"709608347",way,motorway,"3","40",Skyway,yes,,asphalt,,Metro Manila Skyway,,,
"MULTILINESTRING ((121.0308706 14.5143008,121.0311082 14.5138981,121.0316258 14.5128661,121.0319862 14.512272,121.0323761 14.5114669))",w709834488,"709834488",way,motorway,"3","40",South Luzon Expressway,yes,South Superhighway,asphalt,,President Sergio Osmeña Sr. Highway,,,South Luzon Expressway
"MULTILINESTRING ((121.0253615 14.5245794,121.0254286 14.5244599,121.0256797 14.5240224))",w709835433,"709835433",way,motorway,"4","80",South Luzon Expressway,yes,South Superhighway,asphalt,,President Sergio Osmeña Sr. Highway,,Pres. Sergio Osmeña Sr. Highway,South Luzon Expressway
"MULTILINESTRING ((120.9910072 14.7115812,120.9919306 14.7099309))",w718767385,"718767385",way,motorway,"6","100",North Luzon Expressway,yes,,,"80",North Luzon Expressway,,,
"MULTILINESTRING ((120.9664513 14.4729762,120.967078 14.4733311,120.9675127 14.4735954,120.9679947 14.4739064,120.9697673 14.47505))",w724670137,"724670137",way,motorway,"4","100",CAVITEx,yes,,asphalt,,Manila-Cavite Expressway,,Aguinaldo Boulevard,CAVITEX
"MULTILINESTRING ((120.9731852 14.4774733,120.9747146 14.4787282))",w724670138,"724670138",way,motorway,"5","100",CAVITEx,yes,,asphalt,,Manila-Cavite Expressway,,Aguinaldo Boulevard,CAVITEX
"MULTILINESTRING ((121.0414471 14.376988,121.0416421 14.3759017))",w729543298,"729543298",way,motorway,"5","100",South Luzon Expressway,yes,,,,,,Alabang-Calamba-Santo Tomas Expressway,Dr. Jose P. Rizal Highway
"MULTILINESTRING ((121.0409172 14.3799606,121.041211 14.3783073))",w729543302,"729543302",way,motorway,"4","100",South Luzon Expressway,yes,,asphalt,,,,Alabang-Calamba-Santo Tomas Expressway,Dr. Jose P. Rizal Highway
"MULTILINESTRING ((120.959857 14.4701925,120.9618209 14.4709214))",w734379340,"734379340",way,motorway,"2","100",CAVITEx,yes,,asphalt,"80",Manila-Cavite Expressway,,,CAVITEX
"MULTILINESTRING ((120.9725577 14.7458231,120.9736083 14.7438821))",w734845358,"734845358",way,motorway,"4","100",North Luzon Expressway,yes,,,,North Luzon Expressway,,,
"MULTILINESTRING ((120.9715686 14.747638,120.9719656 14.746893))",w734845359,"734845359",way,motorway,"4","100",North Luzon Expressway,yes,,,,North Luzon Expressway,,,
"MULTILINESTRING ((120.9719656 14.746893,120.9725577 14.7458231))",w734845360,"734845360",way,motorway,"5","100",North Luzon Expressway,yes,,,,North Luzon Expressway,,,
"MULTILINESTRING ((120.9754414 14.740452,120.975953 14.7395093))",w734845361,"734845361",way,motorway,"4","100",North Luzon Expressway,yes,,,,North Luzon Expressway,,,
"MULTILINESTRING ((120.9739181 14.7433052,120.9754414 14.740452))",w734845363,"734845363",way,motorway,"5","100",North Luzon Expressway,yes,,,,North Luzon Expressway,,,
"MULTILINESTRING ((120.9736083 14.7438821,120.9739181 14.7433052))",w734845364,"734845364",way,motorway,"6","100",North Luzon Expressway,yes,,,,North Luzon Expressway,,,
"MULTILINESTRING ((120.9735454 14.7443197,120.9731483 14.7450732))",w734850374,"734850374",way,motorway,"4","100",North Luzon Expressway,yes,,,,North Luzon Expressway,,,
"MULTILINESTRING ((120.972367 14.7465101,120.9714961 14.7480967))",w734850375,"734850375",way,motorway,"4","80",North Luzon Expressway,yes,,,,North Luzon Expressway,,,
"MULTILINESTRING ((120.9731483 14.7450732,120.9726258 14.7460517,120.972367 14.7465101))",w734850376,"734850376",way,motorway,"5","100",North Luzon Expressway,yes,,,,North Luzon Expressway,,,
"MULTILINESTRING ((120.9761035 14.7395802,120.9749724 14.741644,120.9740625 14.7433611,120.9735454 14.7443197))",w734850377,"734850377",way,motorway,"4","100",North Luzon Expressway,yes,,,,North Luzon Expressway,,,
"MULTILINESTRING ((120.9684775 14.7533955,120.9687061 14.7529525,120.9694851 14.7515081,120.9704429 14.7497417,120.9714028 14.7479606,120.9715686 14.747638))",w735135216,"735135216",way,motorway,"4","100",North Luzon Expressway,yes,,,,North Luzon Expressway,,,
"MULTILINESTRING ((120.9714961 14.7480967,120.9700351 14.7508303))",w735135249,"735135249",way,motorway,"5","80",North Luzon Expressway,yes,,,,North Luzon Expressway,,,
"MULTILINESTRING ((120.9672001 14.7557486,120.9676206 14.7549688))",w736462373,"736462373",way,motorway,"4","100",North Luzon Expressway,yes,,,,North Luzon Expressway,,,
"MULTILINESTRING ((120.9676206 14.7549688,120.9684775 14.7533955))",w736462374,"736462374",way,motorway,"5","100",North Luzon Expressway,yes,,,,North Luzon Expressway,,,
"MULTILINESTRING ((120.9615736 14.7664678,120.9615323 14.7665475,120.9610888 14.7673684))",w736500947,"736500947",way,motorway,"5","100",North Luzon Expressway,yes,,,,North Luzon Expressway,,,
"MULTILINESTRING ((120.9639 14.762184,120.9636354 14.7626468,120.963035 14.7637646,120.9624882 14.7648312,120.9615736 14.7664678))",w736500948,"736500948",way,motorway,"4","100",North Luzon Expressway,yes,,,,North Luzon Expressway,,,
"MULTILINESTRING ((120.9646547 14.7607888,120.9643355 14.7613815))",w736500960,"736500960",way,motorway,"4","100",North Luzon Expressway,yes,,,,North Luzon Expressway,,,
"MULTILINESTRING ((120.9643355 14.7613815,120.9639 14.762184))",w736500961,"736500961",way,motorway,"5",,North Luzon Expressway,yes,,,,North Luzon Expressway,,,
"MULTILINESTRING ((120.9700351 14.7508303,120.9696236 14.7515805,120.9688379 14.7530181,120.9680638 14.7544666,120.9676199 14.7552746,120.9656573 14.7589315,120.9646547 14.7607888))",w736500995,"736500995",way,motorway,"4","100",North Luzon Expressway,yes,,,,North Luzon Expressway,,,
"MULTILINESTRING ((121.0454016 14.424002,121.0454033 14.4237742))",w743181365,"743181365",way,motorway,"3","80",South Luzon Expressway,yes,South Superhighway,asphalt,,,sign,Pres. Sergio Osmeña Sr. Highway,South Luzon Expressway
"MULTILINESTRING ((121.0009329 14.6899631,121.0009287 14.690169,121.0008868 14.6907923))",w746052319,"746052319",way,motorway,"6","100",North Luzon Expressway,yes,,,"80",North Luzon Expressway,,,
"MULTILINESTRING ((121.0009263 14.6893858,121.0009316 14.6896686,121.0009329 14.6899631))",w746052320,"746052320",way,motorway,"5","100",North Luzon Expressway,yes,,,"80",North Luzon Expressway,,,
"MULTILINESTRING ((121.0008394 14.6851267,121.0008942 14.6882605,121.0009193 14.6890365,121.0009263 14.6893858))",w746052321,"746052321",way,motorway,"4","100",North Luzon Expressway,yes,,,"80",North Luzon Expressway,,,
"MULTILINESTRING ((121.0006377 14.6916783,121.0006971 14.6911604,121.0007247 14.6907866,121.0007653 14.6901707))",w746052322,"746052322",way,motorway,"5","100",North Luzon Expressway,yes,,,"80",North Luzon Expressway,,,
"MULTILINESTRING ((121.0007451 14.6888332,121.0007424 14.6882691,121.0006645 14.6851381))",w746052323,"746052323",way,motorway,"4","100",North Luzon Expressway,yes,,,"80",North Luzon Expressway,,,
"MULTILINESTRING ((121.0007653 14.6901707,121.0007624 14.6899748,121.000758 14.6896831,121.0007536 14.6893949,121.0007451 14.6888332))",w746052324,"746052324",way,motorway,"5","100",North Luzon Expressway,yes,,,"80",North Luzon Expressway,,,
"MULTILINESTRING ((120.9987974 14.6971837,120.9992875 14.6962294))",w746052325,"746052325",way,motorway,"5","100",North Luzon Expressway,yes,,,"80",North Luzon Expressway,,,
"MULTILINESTRING ((120.9990979 14.696959,120.9989456 14.6972417))",w746052326,"746052326",way,motorway,"5","100",North Luzon Expressway,yes,,,"80",North Luzon Expressway,,,
"MULTILINESTRING ((120.9994908 14.6961928,120.9990979 14.696959))",w746052327,"746052327",way,motorway,"6","100",North Luzon Expressway,yes,,,"80",North Luzon Expressway,,,
"MULTILINESTRING ((121.0448135 14.4226005,121.045057 14.4226695,121.0452598 14.422796,121.0453416 14.4228911,121.0454131 14.4230074,121.0454413 14.4230533))",w751294198,"751294198",way,motorway,"1","40",Skyway,yes,,asphalt,,Metro Manila Skyway Stage 2,,,
"MULTILINESTRING ((121.0192578 14.5360938,121.0191587 14.5362107,121.0183425 14.5377268,121.0179045 14.5385358,121.017723 14.5388888))",w753169065,"753169065",way,motorway,"2","80",South Luzon Expressway,yes,South Superhighway,asphalt,,President Sergio Osmeña Sr. Highway,,Pres. Sergio Osmeña Sr. Highway,South Luzon Expressway
"MULTILINESTRING ((121.0271735 14.507811,121.0295944 14.5093437,121.0304506 14.5098785))",w753479261,"753479261",way,motorway,"3","60",CAVITEx C-5 South Link Expressway,yes,,asphalt,"50",,,,
"MULTILINESTRING ((121.025901 14.5069604,121.0259838 14.5070497,121.0261064 14.507139,121.0262777 14.5072624,121.0271735 14.507811))",w753479268,"753479268",way,motorway,"2","60",CAVITEx C-5 South Link Expressway,yes,,asphalt,"50",,,,
"MULTILINESTRING ((121.0303897 14.5099802,121.0295314 14.5094409,121.0277158 14.5082987,121.027304 14.5080397))",w753479270,"753479270",way,motorway,"3","60",CAVITEx C-5 South Link Expressway,yes,,asphalt,"50",,,,
"MULTILINESTRING ((121.014125 14.3746901,121.014183 14.3749301,121.0142395 14.3750407))",w753595766,"753595766",way,motorway,"2","40",Muntinlupa-Cavite Expressway,yes,,concrete,,,,,
"MULTILINESTRING ((121.0140087 14.3757509,121.0138933 14.3757772,121.0137818 14.3757719))",w753595772,"753595772",way,motorway,"2","40",Muntinlupa-Cavite Expressway,yes,,concrete,,,,,
"MULTILINESTRING ((121.0454133 14.4250867,121.0454134 14.4241825,121.0454238 14.4234605,121.0454134 14.423268))",w753769649,"753769649",way,motorway,"1","40",Skyway,yes,,asphalt,,Metro Manila Skyway Stage 2,,,
"MULTILINESTRING ((121.0453897 14.4457571,121.0453886 14.4459009))",w753777588,"753777588",way,motorway,"3","80",South Luzon Expressway,yes,South Superhighway,asphalt,,,,Pres. Sergio Osmeña Sr. Highway,South Luzon Expressway
"MULTILINESTRING ((121.0454063 14.4416261,121.0453897 14.4457571))",w753777589,"753777589",way,motorway,"3","80",South Luzon Expressway,yes,South Superhighway,asphalt,,,,Pres. Sergio Osmeña Sr. Highway,South Luzon Expressway
"MULTILINESTRING ((121.0452797 14.4456461,121.0452852 14.4435987,121.0452987 14.4413331,121.045315 14.4385156))",w753777590,"753777590",way,motorway,"2","80",South Luzon Expressway,yes,South Superhighway,asphalt,"60",,sign,Pres. Sergio Osmeña Sr. Highway,South Luzon Expressway
